zone,param,timestamp,value
Mundka,NO2,2026-06-17 00:00:00,81.3
Mundka,NO2,2026-06-17 01:00:00,83.1
Mundka,NO2,2026-06-17 02:00:00,94.3
Mundka,NO2,2026-06-17 03:00:00,88.9
Mundka,NO2,2026-06-17 04:00:00,85.8
Mundka,NO2,2026-06-17 05:00:00,84.4
Mundka,NO2,2026-06-17 06:00:00,83.8
Mundka,NO2,2026-06-17 07:00:00,78.2
Mundka,NO2,2026-06-17 08:00:00,83.1
Mundka,NO2,2026-06-17 09:00:00,85.5
Mundka,NO2,2026-06-17 10:00:00,92.1
Mundka,NO2,2026-06-17 11:00:00,93.2
Mundka,NO2,2026-06-17 12:00:00,87.3
Mundka,NO2,2026-06-17 13:00:00,85.1
Mundka,NO2,2026-06-17 14:00:00,69.4
Mundka,NO2,2026-06-17 15:00:00,62.3
Mundka,NO2,2026-06-17 16:00:00,67.3
Mundka,NO2,2026-06-17 17:00:00,64.6
Mundka,NO2,2026-06-17 18:00:00,75.2
Mundka,NO2,2026-06-17 19:00:00,82.2
Mundka,NO2,2026-06-17 20:00:00,91.9
Mundka,NO2,2026-06-17 21:00:00,88.7
Mundka,NO2,2026-06-17 22:00:00,90.0
Mundka,NO2,2026-06-17 23:00:00,110.4
Mundka,NO2,2026-06-18 00:00:00,95.2
Mundka,NO2,2026-06-18 01:00:00,88.6
Mundka,NO2,2026-06-18 02:00:00,92.0
Mundka,NO2,2026-06-18 03:00:00,88.4
Mundka,NO2,2026-06-18 04:00:00,105.8
Mundka,NO2,2026-06-18 05:00:00,99.4
Mundka,NO2,2026-06-18 06:00:00,94.2
Mundka,NO2,2026-06-18 07:00:00,107.9
Mundka,NO2,2026-06-18 08:00:00,89.7
Mundka,NO2,2026-06-18 09:00:00,76.3
Mundka,NO2,2026-06-18 10:00:00,75.0
Mundka,NO2,2026-06-18 11:00:00,75.9
Mundka,NO2,2026-06-18 12:00:00,80.0
Mundka,NO2,2026-06-18 13:00:00,85.3
Mundka,NO2,2026-06-18 14:00:00,75.0
Mundka,NO2,2026-06-18 15:00:00,71.9
Mundka,NO2,2026-06-18 16:00:00,68.6
Mundka,NO2,2026-06-18 17:00:00,67.1
Mundka,NO2,2026-06-18 18:00:00,70.8
Mundka,NO2,2026-06-18 19:00:00,66.9
Mundka,NO2,2026-06-18 20:00:00,74.0
Mundka,NO2,2026-06-18 21:00:00,86.0
Mundka,NO2,2026-06-18 22:00:00,86.5
Mundka,NO2,2026-06-18 23:00:00,76.6
Mundka,NO2,2026-06-19 00:00:00,56.8
Mundka,NO2,2026-06-19 01:00:00,60.3
Mundka,NO2,2026-06-19 02:00:00,55.1
Mundka,NO2,2026-06-19 03:00:00,58.3
Mundka,NO2,2026-06-19 04:00:00,62.4
Mundka,NO2,2026-06-19 05:00:00,58.0
Mundka,NO2,2026-06-19 06:00:00,75.1
Mundka,NO2,2026-06-19 07:00:00,70.0
Mundka,NO2,2026-06-19 08:00:00,69.4
Mundka,NO2,2026-06-19 09:00:00,73.6
Mundka,NO2,2026-06-19 10:00:00,71.0
Mundka,NO2,2026-06-19 11:00:00,73.2
Mundka,NO2,2026-06-19 12:00:00,71.0
Mundka,NO2,2026-06-19 13:00:00,76.5
Mundka,NO2,2026-06-19 14:00:00,77.4
Mundka,NO2,2026-06-19 15:00:00,88.4
Mundka,NO2,2026-06-19 16:00:00,72.1
Mundka,NO2,2026-06-19 17:00:00,73.1
Mundka,NO2,2026-06-19 18:00:00,65.6
Mundka,NO2,2026-06-19 19:00:00,70.1
Mundka,NO2,2026-06-19 20:00:00,69.9
Mundka,NO2,2026-06-19 21:00:00,76.5
Mundka,NO2,2026-06-19 22:00:00,75.9
Mundka,NO2,2026-06-19 23:00:00,81.3
Mundka,NO2,2026-06-20 00:00:00,117.2
Mundka,NO2,2026-06-20 01:00:00,85.2
Mundka,NO2,2026-06-20 02:00:00,79.1
Mundka,NO2,2026-06-20 03:00:00,78.5
Mundka,NO2,2026-06-20 04:00:00,73.4
Mundka,NO2,2026-06-20 05:00:00,75.7
Mundka,NO2,2026-06-20 06:00:00,82.2
Mundka,NO2,2026-06-20 07:00:00,82.6
Mundka,NO2,2026-06-20 08:00:00,89.3
Mundka,NO2,2026-06-20 09:00:00,87.4
Mundka,NO2,2026-06-20 10:00:00,81.4
Mundka,NO2,2026-06-20 11:00:00,73.0
Mundka,NO2,2026-06-20 12:00:00,70.8
Mundka,NO2,2026-06-20 13:00:00,73.7
Mundka,NO2,2026-06-20 14:00:00,68.1
Mundka,NO2,2026-06-20 15:00:00,63.5
Mundka,NO2,2026-06-20 16:00:00,70.0
Mundka,NO2,2026-06-20 17:00:00,76.4
Mundka,NO2,2026-06-20 18:00:00,75.3
Mundka,NO2,2026-06-20 19:00:00,78.8
Mundka,NO2,2026-06-20 20:00:00,99.6
Mundka,NO2,2026-06-20 21:00:00,97.6
Mundka,NO2,2026-06-20 22:00:00,87.9
Mundka,NO2,2026-06-20 23:00:00,88.0
Mundka,NO2,2026-06-21 00:00:00,86.4
Mundka,NO2,2026-06-21 01:00:00,84.2
Mundka,NO2,2026-06-21 02:00:00,86.8
Mundka,NO2,2026-06-21 03:00:00,79.4
Mundka,NO2,2026-06-21 04:00:00,60.3
Mundka,NO2,2026-06-21 05:00:00,54.3
Mundka,NO2,2026-06-21 06:00:00,62.3
Mundka,NO2,2026-06-21 07:00:00,65.6
Mundka,NO2,2026-06-21 08:00:00,67.5
Mundka,NO2,2026-06-21 09:00:00,73.0
Mundka,NO2,2026-06-21 10:00:00,82.5
Mundka,NO2,2026-06-21 11:00:00,75.9
Mundka,NO2,2026-06-21 12:00:00,70.9
Mundka,NO2,2026-06-21 13:00:00,66.2
Mundka,NO2,2026-06-21 14:00:00,64.0
Mundka,NO2,2026-06-21 15:00:00,69.8
Mundka,NO2,2026-06-21 16:00:00,67.2
Mundka,NO2,2026-06-21 17:00:00,67.8
Mundka,NO2,2026-06-21 18:00:00,78.1
Mundka,NO2,2026-06-21 19:00:00,94.6
Mundka,NO2,2026-06-21 20:00:00,79.1
Mundka,NO2,2026-06-21 21:00:00,74.1
Mundka,NO2,2026-06-21 22:00:00,71.8
Mundka,NO2,2026-06-21 23:00:00,73.7
Mundka,NO2,2026-06-22 00:00:00,76.1
Mundka,NO2,2026-06-22 01:00:00,84.9
Mundka,NO2,2026-06-22 02:00:00,89.0
Mundka,NO2,2026-06-22 03:00:00,86.0
